"Date","Ship","Tons","Nationality","U.Boat","Commander","Fate","Latitude","Longitude"
1941-09-22,"Silverbelle",5302,"UK","U-68","Karl-Friedrich Merten","Sunk",-24,25.75
1941-09-22,"Niceto de Larrinaga",5591,"UK","U-103","Werner Winter","Sunk",-24.4333333333333,27.5333333333333
1941-09-24,"St. Clair II",3753,"UK","U-67","Günther Müller-Stöckheim","Sunk",-23.5833333333333,30.4166666666667
1941-09-24,"Dixcove",3790,"UK","U-107","Günter Hessler","Sunk",-23.6833333333333,31.2
1941-09-24,"Lafian",4876,"UK","U-107","Günter Hessler","Sunk",-23.5333333333333,31.2
1941-09-24,"John Holt",4975,"UK","U-107","Günter Hessler","Sunk",-23.5333333333333,31.2
1941-09-25,"Empire Stream",2922,"UK","U-124","Johann Mohr","Sunk",-24.6666666666667,46.05
1941-09-26,"Lapwing",1348,"UK","U-203","Rolf Mützelburg","Sunk",-23.5,47.6666666666667
1941-09-26,"Petrel",1354,"UK","U-124","Johann Mohr","Sunk",-23.4666666666667,47.6666666666667
1941-09-26,"Cortes",1374,"UK","U-124","Johann Mohr","Sunk",-23.75,47.8
1941-09-27,"Cervantes",1810,"UK","U-201","Adalbert Schnee","Sunk",-20.0166666666667,48.6166666666667
1941-09-26,"Varangberg",2842,"Norway","U-203","Rolf Mützelburg","Sunk",-24.8333333333333,47.8333333333333
1941-09-26,"Avoceta",3442,"UK","U-203","Rolf Mützelburg","Sunk",-24.0833333333333,47.95
1941-09-26,"I.C. White",7052,"Panama","U-66","Richard Zapp","Sunk",-27.5,-10.4333333333333
1941-03-23,"Siremalm",2468,"Norway","U-110","Fritz-Julius Lemp","Damaged",NA,NA
1941-09-26,"Siremalm",2468,"Norway","U-124","Johann Mohr","Sunk",-20.1666666666667,49.0833333333333
1941-09-27,"Margareta",3103,"UK","U-201","Adalbert Schnee","Sunk",-17.45,50.25
1941-09-27,"HMS Springbank",5155,"UK","U-201","Adalbert Schnee","Sunk",-20.1666666666667,49.15
1941-10-02,"Hatasu",3198,"UK","U-431","Wilhelm Dommes","Sunk",NA,NA
1941-10-02,"Tuva",4652,"Netherlands","U-575","Günther Heydemann","Sunk",-26.6,54.2666666666667
1941-10-02,"Empire Wave",7463,"UK","U-562","Horst Hamm","Sunk",-32.4333333333333,59.1333333333333
1941-10-01,"San Florentino",12842,"UK","U-94","Otto Ites","Sunk",-34.6666666666667,52.8333333333333
1941-10-07,"Svend Foyn",14795,"UK","U-502","Jürgen von Rosenstiel","Damaged",-21.7333333333333,60.6166666666667
1941-10-10,"Nailsea Manor",4926,"UK","U-126","Ernst Bauer","Sunk",-21.3,18.75
1941-10-12,"Corte Real",2044,"Portugal","U-83","Hans-Werner Kraus","Sunk",NA,NA
1941-10-14,"HMS Fleur de Lys (K 122)",925,"UK","U-206","Herbert Opitz","Sunk",-6.5,36
1941-10-14,"Aingeru Guardakoa",97,"Spain","U-204","Walter Kell","Sunk",NA,NA
1941-10-15,"Ila",1583,"Norway","U-553","Karl Thurmann","Sunk",-29.95,53.5666666666667
1941-10-15,"Silvercedar",4354,"UK","U-553","Karl Thurmann","Sunk",-29.95,53.5666666666667
1941-10-15,"Vancouver Island",9472,"Canada","U-558","Günther Krech","Sunk",-25.6166666666667,53.6166666666667
1941-10-16,"Empire Heron",6023,"UK","U-568","Joachim Preuss","Sunk",-27.25,54.9166666666667
1941-10-17,"Pass of Balmaha",758,"UK","U-97","Udo Heilmann","Sunk",28.8333333333333,31.2333333333333
1941-10-17,"HMS Gladiolus (K 34)",925,"UK","U-553","Karl Thurmann","Sunk",-25,57
1941-10-17,"Samos",1208,"Greece","U-97","Udo Heilmann","Sunk",28.8333333333333,31.2333333333333
1941-10-17,"Rym",1369,"Norway","U-558","Günther Krech","Sunk",-24.3333333333333,57.0166666666667
1941-10-17,"USS Kearny (DD 432)",1630,"USA","U-568","Joachim Preuss","Damaged",-24,57
1941-10-17,"Bold Venture",3222,"Panama","U-432","Heinz-Otto Schultze","Sunk",-24.5,56.1666666666667
1941-10-17,"Evros",5283,"Greece","U-432","Heinz-Otto Schultze","Sunk",-24.5,57
1941-10-17,"Erviken",6595,"Norway","U-558","Günther Krech","Sunk",-24.5,56.1666666666667
1941-10-17,"W.C. Teagle",9552,"UK","U-558","Günther Krech","Sunk",-25,57
1941-10-17,"Barfonn",9739,"Norway","U-432","Heinz-Otto Schultze","Sunk",-25.0666666666667,56.9666666666667
1941-10-18,"HMS Broadwater (H 81)",1190,"UK","U-101","Ernst Mengersen","Sunk",-19.1333333333333,57.0166666666667
1941-10-18,"Argun",3487,"USSR","U-132","Ernst Vogelsang","Sunk",41.05,67.6833333333333
1941-10-19,"Baron Kelvin",3081,"UK","U-206","Herbert Opitz","Sunk",NA,NA
1941-10-19,"Lehigh",4983,"USA","U-126","Ernst Bauer","Sunk",-14.6166666666667,8.43333333333333
1941-10-19,"Inverlee",9158,"UK","U-204","Walter Kell","Sunk",-6.36666666666667,35.6
1941-10-18,"SKR-11 (No 70)",557,"USSR","U-132","Ernst Vogelsang","Sunk",NA,NA
1941-10-20,"British Mariner",6996,"UK","U-126","Ernst Bauer","Total.Loss",-14.3333333333333,7.71666666666667
1941-10-21,"HMS Gnat (T 60)",625,"UK","U-79","Wolfgang Kaufmann","Total.Loss",25.3666666666667,32.1333333333333
1941-10-21,"Serbino",4099,"UK","U-82","Siegfried Rollmann","Sunk",-19.3333333333333,51.1666666666667
1941-10-21,"Treverbyn",5281,"UK","U-82","Siegfried Rollmann","Sunk",-19,51
1941-10-21,"HMS Aurania (F 28)",13984,"UK","U-123","Reinhard Hardegen","Damaged",-18.6833333333333,50.75
1941-10-22,"Darkdale",8145,"UK","U-68","Karl-Friedrich Merten","Sunk",-5.71666666666667,-15.9166666666667
1941-10-24,"Alhama",1352,"UK","U-564","Reinhard Suhren","Sunk",-10.9666666666667,35.7
1941-10-24,"HMS Cossack (G 03)",1870,"UK","U-563","Klaus Heinrich Bargsten","Sunk",-10.0666666666667,35.9333333333333
1941-10-24,"Ariosto",2176,"UK","U-564","Reinhard Suhren","Sunk",-10.8333333333333,36.3333333333333
1940-10-18,"Carsbreck",3670,"UK","U-38","Heinrich Liebe","Damaged",NA,NA
1941-10-24,"Carsbreck",3670,"UK","U-564","Reinhard Suhren","Sunk",-10.8333333333333,36.3333333333333
1941-10-26,"HMS Ariguani (F 105)",6746,"UK","U-83","Hans-Werner Kraus","Damaged",-16.1666666666667,37.8333333333333
1941-10-28,"Ulea",1574,"UK","U-432","Heinz-Otto Schultze","Sunk",-21.6666666666667,41.2833333333333
1941-10-28,"King Malcolm",5120,"UK","U-106","Hermann Rasch","Sunk",NA,NA
1941-10-28,"Hazelside",5297,"UK","U-68","Karl-Friedrich Merten","Sunk",1.6,-23.1666666666667
1941-10-30,"USS Salinas (AO 19)",8246,"USA","U-106","Hermann Rasch","Damaged",-37,46.9333333333333
1941-10-31,"USS Reuben James (DD 245)",1190,"USA","U-552","Erich Topp","Sunk",-27.0833333333333,51.9833333333333
1941-10-31,"Rose Schiaffino",3349,"UK","U-374","Unno von Fischel","Sunk",-50.5833333333333,47.95
1941-10-31,"Bennekom",5998,"Netherlands","U-96","Heinrich Lehmann-Willenbrock","Sunk",-23.6666666666667,51.3333333333333
1941-11-01,"Bradford City",4953,"UK","U-68","Karl-Friedrich Merten","Sunk",9.81666666666667,-22.9833333333333
1941-11-02,"Larpool",3872,"UK","U-208","Alfred Schlieper","Sunk",NA,NA
1941-11-03,"Flynderborg",2022,"UK","U-202","Hans-Heinz Linder","Sunk",-51.75,51.35
1941-11-03,"Gretavale",4586,"UK","U-202","Hans-Heinz Linder","Sunk",-51.75,51.35
1941-11-03,"Everoja",4830,"UK","U-203","Rolf Mützelburg","Sunk",-53.0833333333333,52.3
1941-11-03,"Empire Gemsbuck",5626,"UK","U-203","Rolf Mützelburg","Sunk",-53.0833333333333,52.3
1941-11-07,"Nottingham",8532,"UK","U-74","Eitel-Friedrich Kentrat","Sunk",-31.85,53.4
1941-11-11,"Meridian",5592,"Panama","U-561","Robert Bartels","Sunk",-33.3333333333333,52.8333333333333
1941-11-13,"Peru",6961,"UK","U-126","Ernst Bauer","Sunk",-13.3333333333333,1.5
1941-11-13,"HMS Ark Royal (91)",22600,"UK","U-81","Friedrich Guggenberger","Sunk",-4.75,36.05
1941-11-14,"Crusader",2939,"Panama","U-561","Robert Bartels","Sunk",-37.25,49.5
1941-11-15,"T-889 (No 34)",581,"USSR","U-752","Karl-Ernst Schroeter","Sunk",41.1833333333333,67.5
1941-11-24,"HMS Dunedin (D 93)",4850,"UK","U-124","Johann Mohr","Sunk",-26,-3
1941-11-25,"HMS Barham (04)",31100,"UK","U-331","Hans-Diedrich Freiherr von Tiesenhausen","Sunk",26.4,32.5666666666667
1941-11-27,"HMAS Parramatta (L 44)",1060,"Australia","U-559","Hans Heidtmann","Sunk",24.5833333333333,32.3333333333333
1941-11-29,"Thornliebank",5569,"UK","U-43","Wolfgang Lüth","Sunk",-29.8,41.8333333333333
1941-11-30,"Ashby",4868,"UK","U-43","Wolfgang Lüth","Sunk",-29.85,36.9
1941-12-02,"Fjord",4032,"Norway","U-557","Ottokar Arnold Paulssen","Sunk",NA,NA
1941-12-02,"Grelhead",4274,"UK","U-562","Horst Hamm","Sunk",-3.43333333333333,35.35
1941-12-02,"Astral",7542,"USA","U-43","Wolfgang Lüth","Sunk",-24,35.6666666666667
1941-12-03,"Sagadahoc",6275,"USA","U-124","Johann Mohr","Sunk",-7.83333333333333,-21.8333333333333
1941-12-06,"Scottish Trader",4016,"UK","U-131","Arend Baumann","Sunk",NA,NA
1941-12-09,"Saint Denis",1595,"France","U-652","Georg-Werner Fraatz","Sunk",NA,NA
1941-12-09,"Steinbek",2185,"Germany","U-134","Rudolf Schendel","Sunk",29.4166666666667,71.15
1941-12-10,"Kirnwood",3829,"UK","U-130","Ernst Kals","Sunk",-16.5833333333333,56.95
1941-12-10,"Star of Luxor",5298,"Egypt","U-130","Ernst Kals","Sunk",-16.5833333333333,56.95
1941-12-10,"Kurdistan",5844,"UK","U-130","Ernst Kals","Sunk",-16.6,56.95
1941-12-11,"HMS Lady Shirley",477,"UK","U-374","Unno von Fischel","Sunk",-5.28333333333333,35.9833333333333
1941-12-11,"HMS Rosabelle",515,"UK","U-374","Unno von Fischel","Sunk",-5.28333333333333,35.9833333333333
1941-12-13,"Myriel",3560,"UK","U-431","Wilhelm Dommes","Damaged",29,31.05
1941-12-13,"Badalona",4202,"Spain","U-453","Egon Reiner Freiherr von Schlippenbach","Sunk",-3.5,36.7166666666667
1941-12-14,"Cassequel",4751,"Portugal","U-108","Klaus Scholtz","Sunk",-11.2333333333333,35.1333333333333
1941-12-15,"HMS Galatea (71)",5220,"UK","U-557","Ottokar Arnold Paulssen","Sunk",29.2166666666667,31.2833333333333
1941-12-15,"Empire Barracuda",4972,"UK","U-77","Heinrich Schonder","Sunk",-6.28333333333333,35.5
1941-12-26,"Warszawa",2487,"Poland","U-559","Hans Heidtmann","Sunk",24.7333333333333,32.1833333333333
1941-12-19,"HMS Stanley (I 73)",1190,"UK","U-574","Dietrich Gengelbach","Sunk",-17.3833333333333,38.2
1941-12-19,"Ruckinge",2869,"UK","U-108","Klaus Scholtz","Sunk",-17.25,38.3333333333333
1941-12-19,"Varlaam Avanesov",6557,"USSR","U-652","Georg-Werner Fraatz","Sunk",26.0833333333333,39.45
1941-12-21,"Annavore",3324,"Norway","U-567","Engelbert Endrass","Sunk",-19.8333333333333,43.9166666666667
1941-12-21,"Hellen",5289,"Norway","U-573","Heinrich Heinsohn","Sunk",-5.16666666666667,35.6833333333333
1941-12-21,"HMS Audacity (D 10)",11000,"UK","U-751","Gerhard Bigalk","Sunk",-19.9,43.75
1941-12-23,"Shuntien",3059,"UK","U-559","Hans Heidtmann","Sunk",24.7666666666667,32.1
1941-12-24,"HMS Salvia (K 97)",925,"UK","U-568","Joachim Preuss","Sunk",28,31.7666666666667
1941-12-28,"Volo",1587,"UK","U-75","Helmuth Ringelmann","Sunk",26.8,31.75
1941-12-31,"Cardita",8237,"UK","U-87","Joachim Berger","Sunk",-12.8333333333333,59.3
1942-01-02,"Waziristan",5135,"UK","U-134","Rudolf Schendel","Sunk",19.1666666666667,74.15
1942-01-06,"Baron Erskine",3657,"UK","U-701","Horst Degen","Sunk",-32.6,57.45
1942-01-10,"M-175",206,"USSR","U-584","Joachim Deecke","Sunk",32.8333333333333,70.15
1942-01-12,"HMS Kimberley (F 50)",1690,"UK","U-77","Heinrich Schonder","Damaged",24.7166666666667,32.3
1942-01-12,"Yngaren",5246,"Sweden","U-43","Wolfgang Lüth","Sunk",-26,57
1942-01-12,"Cyclops",9076,"UK","U-123","Reinhard Hardegen","Sunk",-63.8,41.85
1942-01-13,"Frisco",1582,"Norway","U-130","Ernst Kals","Sunk",-60.3333333333333,44.8333333333333
1942-01-13,"Friar Rock",5427,"Panama","U-130","Ernst Kals","Sunk",-50.6666666666667,45.5
1942-01-14,"Chepo",5707,"Panama","U-43","Wolfgang Lüth","Sunk",-19.6666666666667,58.5
1942-01-14,"Empire Surf",6641,"UK","U-43","Wolfgang Lüth","Sunk",-19.2666666666667,58.7
1942-01-14,"Norness",9577,"Panama","U-123","Reinhard Hardegen","Sunk",-70.8333333333333,40.4666666666667
1942-01-15,"Catalina",632,"Portugal","U-203","Rolf Mützelburg","Sunk",-52,47
1942-01-15,"Dayrose",4113,"UK","U-552","Erich Topp","Sunk",-53,46.5333333333333
1942-01-15,"Coimbra",6768,"UK","U-123","Reinhard Hardegen","Sunk",-72.35,40.4166666666667
1942-01-16,"Toorak",8627,"UK","U-86","Walter Schug","Damaged",-52.1833333333333,47.9
1942-01-16,"Llangibby Castle",11951,"UK","U-402","Siegfried Freiherr von Forstner","Damaged",-19.1,46.0666666666667
1942-01-17,"RT-68 Enisej",557,"USSR","U-454","Burckhard Hackländer","Sunk",38.9666666666667,68.6833333333333
1942-01-17,"Octavian",1345,"Norway","U-203","Rolf Mützelburg","Sunk",-60,45
1942-01-17,"HMS Matabele (G 26)",1870,"UK","U-454","Burckhard Hackländer","Sunk",35.45,69.35
1942-01-17,"HMS Gurkha (G 63)",1920,"UK","U-133","Hermann Hesse","Sunk",26.25,31.8333333333333
1942-01-17,"Harmatris",5395,"UK","U-454","Burckhard Hackländer","Damaged",36.1333333333333,69.2666666666667
1942-01-17,"Nyholt",8087,"Norway","U-87","Joachim Berger","Sunk",-54.3,45.7666666666667
1942-01-18,"Frances Salman",2609,"USA","U-552","Erich Topp","Sunk",NA,NA
1942-01-18,"Dimitrios G. Thermiotis",4271,"Greece","U-86","Walter Schug","Sunk",-51.75,48
1942-01-18,"Allan Jackson",6635,"USA","U-66","Richard Zapp","Sunk",-74.3333333333333,35.95
1942-01-19,"Norvana",2677,"USA","U-123","Reinhard Hardegen","Sunk",NA,NA
1942-01-19,"Ciltvaira",3779,"Latvia","U-123","Reinhard Hardegen","Sunk",-75.3833333333333,35.4166666666667
1942-01-19,"City of Atlanta",5269,"USA","U-123","Reinhard Hardegen","Sunk",-75.35,35.7
1942-01-19,"Lady Hawkins",7988,"Canada","U-66","Richard Zapp","Sunk",-72.5,35
1942-01-19,"Malay",8206,"USA","U-123","Reinhard Hardegen","Damaged",-75.3833333333333,35.4166666666667
1942-01-20,"Maro",3838,"Greece","U-552","Erich Topp","Sunk",-39.9166666666667,46.45
1942-01-21,"North Gaspe",888,"Canada","U-203","Rolf Mützelburg","Damaged",-53.0666666666667,46.55
1942-01-22,"William Hansen",1344,"Norway","U-754","Hans Oestermann","Sunk",-52.7833333333333,45.9333333333333
1942-01-21,"Belize",2153,"Norway","U-754","Hans Oestermann","Sunk",-52.1333333333333,47.35
1942-01-21,"Alexandra HÃ¸egh",8248,"Norway","U-130","Ernst Kals","Sunk",-65.9333333333333,40.8833333333333
1942-01-19,"HMS Rosemonde",364,"UK","U-581","Werner Pfeifer","Sunk",NA,NA
1942-01-22,"Vassilios A. Polemis",3429,"Greece","U-333","Peter-Erich Cremer","Sunk",-52.6333333333333,42.5333333333333
1942-01-22,"Olympic",5335,"Panama","U-66","Richard Zapp","Sunk",-75.5,36.0166666666667
1942-01-22,"Caledonian Monarch",5851,"UK","U-588","Victor Vogel","Sunk",-7.6,58.65
1942-01-22,"InnerÃ¸y",8260,"Norway","U-553","Karl Thurmann","Sunk",-60.5333333333333,41.2666666666667
1942-01-22,"Gandia",9626,"Belgium","U-135","Friedrich-Hermann Praetorius","Sunk",-41,45
1942-01-22,"Athelcrown",11999,"UK","U-82","Siegfried Rollmann","Sunk",-40.9333333333333,45.1
1941-04-03,"Thirlby",4887,"UK","U-69","Jost Metzler","Damaged",NA,NA
1942-01-23,"Thirlby",4887,"UK","U-109","Heinrich Bleichrodt","Sunk",-66.25,43.3333333333333
1942-01-23,"Leiesten",6118,"Norway","U-82","Siegfried Rollmann","Sunk",-43.3166666666667,45.45
1942-01-24,"Ringstad",4765,"Norway","U-333","Peter-Erich Cremer","Sunk",-51.0666666666667,45.8333333333333
1942-01-24,"Empire Wildebeeste",5631,"UK","U-106","Hermann Rasch","Sunk",-59.9,39.5
1942-01-24,"Venore",8017,"USA","U-66","Richard Zapp","Sunk",-75.3333333333333,34.8333333333333
1942-01-24,"Empire Gem",8139,"UK","U-66","Richard Zapp","Sunk",-74.9666666666667,35.1
1942-01-25,"Culebra",3044,"UK","U-123","Reinhard Hardegen","Sunk",-53.4166666666667,35.5
1942-01-25,"Mount Kitheron",3876,"Greece","U-754","Hans Oestermann","Sunk",-52.5166666666667,47.5333333333333
1942-01-25,"Varanger",9305,"Norway","U-130","Ernst Kals","Sunk",-74.1,38.9666666666667
1942-01-26,"Traveller",3963,"UK","U-106","Hermann Rasch","Sunk",-61.75,40
1942-01-27,"Icarion",4013,"Greece","U-754","Hans Oestermann","Sunk",-52.3666666666667,46.0333333333333
1942-01-26,"Refast",5189,"UK","U-582","Werner Schulte","Sunk",-53.0333333333333,42.6833333333333
1942-01-26,"West Ivis",5666,"USA","U-125","Ulrich Folkers","Sunk",-73.1666666666667,35.05
1942-01-27,"Pan Norway",9231,"Norway","U-123","Reinhard Hardegen","Sunk",-50.45,35.9333333333333
1942-01-27,"Francis E. Powell",7096,"USA","U-130","Ernst Kals","Sunk",-74.8833333333333,38.0833333333333
1942-01-29,"HMS Sotra",313,"UK","U-431","Wilhelm Dommes","Sunk",25.5,32.1166666666667
1942-01-29,"USCGC Alexander Hamilton (WPG 34)",2216,"USA","U-132","Ernst Vogelsang","Sunk",-22.9333333333333,64.1666666666667
1942-01-30,"Rochester",6836,"USA","U-106","Hermann Rasch","Sunk",-73.9666666666667,37.1666666666667
1942-01-31,"HMS Belmont (H 46)",1190,"UK","U-82","Siegfried Rollmann","Sunk",-57.3,42.0333333333333
1942-01-31,"HMS Culver (Y 87)",1546,"UK","U-105","Heinrich Schuch","Sunk",-20.2333333333333,48.7166666666667
1942-01-31,"Spreewald",5083,"Germany","U-333","Peter-Erich Cremer","Sunk",-24.8333333333333,45.2
1942-01-31,"San Arcadio",7419,"UK","U-107","Harald Gelhaus","Sunk",-63.8333333333333,38.1666666666667
1942-02-01,"Tacoma Star",7924,"UK","U-109","Heinrich Bleichrodt","Sunk",-64.2833333333333,38.7666666666667
1942-02-02,"W.L. Steed",6182,"USA","U-103","Werner Winter","Sunk",-72.7166666666667,38.4166666666667
1942-02-02,"Corilla",8096,"Netherlands","U-751","Gerhard Bigalk","Damaged",-61.6166666666667,44.8166666666667
1942-02-03,"Amerikaland",15355,"Sweden","U-106","Hermann Rasch","Sunk",-74.1666666666667,36.6
1942-02-04,"San Gil",3627,"Panama","U-103","Werner Winter","Sunk",-74.6666666666667,38.0833333333333
1942-02-04,"Silveray",4535,"UK","U-751","Gerhard Bigalk","Sunk",-64.2666666666667,43.9
1942-02-05,"HMS Arbutus (K 86)",925,"UK","U-136","Heinrich Zimmermann","Sunk",-18.7166666666667,55.0833333333333
1942-02-05,"India Arrow",8327,"USA","U-103","Werner Winter","Sunk",-72.7166666666667,38.8
1942-02-05,"China Arrow",8403,"USA","U-103","Werner Winter","Sunk",-73.3,37.7333333333333
1942-02-05,"Montrolite",11309,"Canada","U-109","Heinrich Bleichrodt","Sunk",-60.0833333333333,35.2333333333333
1942-02-06,"Major Wheeler",3431,"USA","U-107","Harald Gelhaus","Sunk",-73.0333333333333,34.65
1942-02-06,"Halcyon",3531,"Panama","U-109","Heinrich Bleichrodt","Sunk",-59.2666666666667,34.3333333333333
1942-02-06,"Opawa",10354,"UK","U-106","Hermann Rasch","Sunk",-61.2166666666667,38.35
1942-02-07,"Empire Sun",6952,"UK","U-751","Gerhard Bigalk","Sunk",-64.3666666666667,43.9166666666667
1942-02-08,"Ocean Venture",7174,"UK","U-108","Klaus Scholtz","Sunk",-74.7666666666667,37.0833333333333
1942-02-09,"FFL Alysse (K 100)",900,"France","U-654","Ludwig Forster","Sunk",-43.7,46.3666666666667
1942-02-09,"Tolosa",1974,"Norway","U-108","Klaus Scholtz","Sunk",-73.8333333333333,34.6666666666667
1942-02-09,"Empire Fusilier",5408,"UK","U-85","Eberhard Greger","Sunk",-47.4166666666667,44.75
1942-02-09,"Anna Knudsen",9057,"Norway","U-586","Dietrich von der Esch","Damaged",-9.66666666666667,59.8333333333333
1942-02-11,"HMCS Spikenard (K 198)",925,"Canada","U-136","Heinrich Zimmermann","Sunk",-21.1166666666667,56.1666666666667
1942-02-11,"Heina",4028,"Norway","U-136","Heinrich Zimmermann","Sunk",-21.1166666666667,56.1666666666667
1942-02-11,"Victolite",11410,"Canada","U-564","Reinhard Suhren","Sunk",-67.2333333333333,36.2
1942-02-12,"Blink",2701,"Norway","U-108","Klaus Scholtz","Sunk",-72.45,35
1942-02-14,"Empire Spring",6946,"UK","U-576","Hans-Dieter Heinicke","Sunk",-58.9166666666667,43.45
1942-02-15,"Meropi",4181,"Greece","U-566","Dietrich Borchert","Sunk",-62.6833333333333,44.2333333333333
1942-02-15,"Buarque",5152,"Brazil","U-432","Heinz-Otto Schultze","Sunk",-75.3333333333333,36.5833333333333
1942-02-15,"Biela",5298,"UK","U-98","Robert Gysae","Sunk",-47.3,41.25
1942-02-16,"San Nicolas",2391,"UK","U-502","Jürgen von Rosenstiel","Sunk",NA,NA
1942-02-16,"Tia Juana",2395,"UK","U-502","Jürgen von Rosenstiel","Sunk",NA,NA
1942-02-16,"Oranjestad",2396,"UK","U-156","Werner Hartenstein","Sunk",-69.9166666666667,12.4166666666667
1942-02-16,"Monagas",2650,"Venezuela","U-502","Jürgen von Rosenstiel","Sunk",NA,NA
1942-02-16,"Ramapo",2968,"Panama","U-108","Klaus Scholtz","Sunk",-65.8333333333333,35.1666666666667
1942-02-16,"Rafaela",3177,"Netherlands","U-67","Günther Müller-Stöckheim","Damaged",NA,NA
1942-02-16,"Pedernales",4317,"UK","U-156","Werner Hartenstein","Damaged",-69.9166666666667,12.4166666666667
1942-02-16,"Opalia",6195,"UK","U-564","Reinhard Suhren","Damaged",-66.1166666666667,37.6333333333333
1942-02-16,"Arkansas",6452,"USA","U-156","Werner Hartenstein","Damaged",-70,12.5
1942-02-17,"Empire Comet",6914,"UK","U-136","Heinrich Zimmermann","Sunk",-13.8,58.15
1942-02-18,"Olinda",4053,"Brazil","U-432","Heinz-Otto Schultze","Sunk",-75,37.5
1942-02-18,"Somme",5265,"UK","U-108","Klaus Scholtz","Sunk",-61.4166666666667,35.5
1942-02-19,"Miraflores",2158,"UK","U-432","Heinz-Otto Schultze","Sunk",-73.3,39.35
1942-02-19,"Mokihana",7460,"USA","U-161","Albrecht Achilles","Damaged",-60.5,10.6333333333333
1942-02-19,"Empire Seal",7965,"UK","U-96","Heinrich Lehmann-Willenbrock","Sunk",-64.75,43.2333333333333
1942-02-19,"Pan Massachusetts",8202,"USA","U-128","Ulrich Heyse","Sunk",-80.1333333333333,28.45
1942-02-20,"Lake Osweya",2398,"USA","U-96","Heinrich Lehmann-Willenbrock","Sunk",-64.75,43.2333333333333
1942-02-20,"Nordvangen",2400,"Norway","U-129","Asmus Nicolai Clausen","Sunk",-60.9,10.8333333333333
1942-02-20,"Delplata",5127,"USA","U-156","Werner Hartenstein","Sunk",-62.1666666666667,14.9166666666667
1942-02-21,"Azalea City",5529,"USA","U-432","Heinz-Otto Schultze","Sunk",-73,38
1942-02-21,"Circe Shell",8207,"UK","U-161","Albrecht Achilles","Sunk",-62.05,11.05
1942-02-21,"Egda",10068,"Norway","U-107","Harald Gelhaus","Damaged",-52.9166666666667,41.2
1942-02-23,"George L. Torian",1754,"Canada","U-129","Asmus Nicolai Clausen","Sunk",-59.0666666666667,9.21666666666667
1942-02-22,"Sama",1799,"Norway","U-155","Adolf Cornelius Piening","Sunk",-38.25,49.3333333333333
1942-02-22,"Torungen",1948,"Norway","U-96","Heinrich Lehmann-Willenbrock","Sunk",-63.5,44
